id,marca,modelo,edad,kilometraje_km,combustible,transmision,potencia_cv,consumo_l_100km,num_duenos,estado,region,puertas,color,carroceria,precio_eur
1395,Ford,Fiesta,12,177240,Híbrido,Manual,115,5.0,1,Aceptable,Cataluña,5,Negro,Berlina,4019
1396,Mercedes,GLA,18,280285,Gasolina,Manual,90,6.4,6,Bueno,Extremadura,3,Azul,SUV,4821
1397,Renault,Clio,1,5000,Diésel,Manual,93,7.1,1,Bueno,La Rioja,3,Plata,Berlina,10802
1398,Renault,Megane,4,44936,Diésel,Manual,71,6.5,2,Bueno,La Rioja,5,Negro,Berlina,6893
1399,Peugeot,3008,13,188349,Gasolina,Manual,85,7.7,4,Bueno,Andalucía,5,Plata,Compacto,2580
1400,Volkswagen,Golf,20,304696,Diésel,Automático,130,6.9,5,Bueno,Navarra,5,Azul,Monovolumen,1500
1401,Citroen,C5 Aircross,13,184722,Diésel,Manual,121,6.9,2,Aceptable,Extremadura,5,Negro,SUV,1925
1402,Citroen,C5 Aircross,9,140113,Gasolina,Manual,126,7.6,4,Aceptable,Cantabria,5,Negro,Berlina,1500
1403,Dacia,Sandero,7,105017,Híbrido,Manual,95,5.1,2,Bueno,Castilla-La Mancha,5,Negro,Familiar,3974
1404,Dacia,Sandero,8,116637,Gasolina,Manual,181,6.9,1,Bueno,Cantabria,5,Gris,Familiar,3106
1405,Nissan,Juke,8,124456,Gasolina,Manual,82,6.9,2,Excelente,Castilla y León,5,Plata,Berlina,4637
1406,Dacia,Duster,3,49579,Híbrido,Automático,146,5.4,2,Bueno,Castilla y León,5,Azul,SUV,5673
1407,Peugeot,3008,6,91045,Gasolina,Automático,116,7.4,1,Bueno,Castilla y León,5,Rojo,Monovolumen,5435
1408,Opel,Mokka,8,106854,Híbrido,Manual,97,5.9,1,Excelente,Castilla y León,5,Plata,Familiar,4270
1409,Opel,Astra,2,31846,Diésel,Manual,175,6.3,2,Bueno,Castilla y León,3,Gris,Monovolumen,9124
1410,Citroen,C3,16,228601,Diésel,Manual,124,6.3,6,Aceptable,Canarias,5,Blanco,Monovolumen,3001
1411,Peugeot,208,18,270999,Gasolina,Automático,60,7.8,4,Bueno,Valencia,5,Gris,Compacto,1500
1412,Toyota,C-HR,16,246581,Eléctrico,Manual,88,5.6,4,Bueno,La Rioja,5,Azul,Compacto,1891
1413,Skoda,Octavia,15,240791,Gasolina,Manual,120,7.1,4,Excelente,Galicia,3,Blanco,Monovolumen,3681
1414,Hyundai,i20,3,46258,Diésel,Manual,154,4.8,1,Bueno,Castilla-La Mancha,5,Plata,SUV,6046
1415,Ford,Fiesta,17,260312,Diésel,Manual,117,7.1,2,Bueno,Baleares,3,Blanco,Familiar,1811
1416,Dacia,Duster,2,30914,Diésel,Manual,80,5.6,2,Aceptable,Asturias,5,Blanco,Compacto,7170
1417,Dacia,Sandero,15,220415,Gasolina,Manual,152,6.9,3,Aceptable,Andalucía,5,Plata,Familiar,1500
1418,Toyota,C-HR,10,144222,Gasolina,Automático,104,6.6,2,Bueno,Baleares,3,Rojo,Compacto,3268
1419,Hyundai,i20,9,143198,Híbrido,Manual,159,4.7,2,Aceptable,Madrid,5,Negro,SUV,1500
1420,Volkswagen,Polo,11,153678,Gasolina,Automático,110,6.9,1,Excelente,Extremadura,5,Gris,SUV,3828
1421,Volkswagen,Polo,1,11134,Gasolina,Manual,97,7.7,1,Bueno,Baleares,5,Blanco,SUV,14325
1422,Audi,Q3,10,143138,Gasolina,Manual,120,7.6,3,Bueno,La Rioja,3,Gris,Familiar,6321
1423,Audi,A3,5,79246,Gasolina,Manual,103,7.3,2,Aceptable,Valencia,5,Gris,Familiar,9388
1424,Peugeot,208,16,236772,Híbrido,Manual,100,6.7,5,Excelente,Valencia,3,Negro,Compacto,1883
1425,Renault,Clio,20,303442,Diésel,Automático,154,6.3,1,Aceptable,Valencia,3,Plata,SUV,1500
1426,Citroen,C5 Aircross,10,145894,Diésel,Manual,67,6.1,1,Excelente,Galicia,3,Plata,Compacto,2836
1427,Renault,Clio,18,284468,Diésel,Manual,152,5.7,1,Bueno,Castilla-La Mancha,5,Plata,Familiar,2206
1428,Renault,Megane,10,155019,Diésel,Manual,107,5.9,1,Bueno,Baleares,5,Negro,Berlina,1752
1429,Skoda,Octavia,2,38777,Híbrido,Manual,144,5.5,1,Bueno,Valencia,3,Negro,Berlina,13236
1430,Audi,A3,3,52763,Diésel,Manual,60,7.0,4,Bueno,Valencia,3,Gris,Compacto,15293
1431,BMW,Serie 1,8,126440,Diésel,Manual,101,6.3,2,Bueno,Navarra,5,Gris,Monovolumen,5244
1432,Dacia,Sandero,4,51763,Gasolina,Automático,135,5.8,1,Bueno,Aragón,3,Blanco,SUV,6917
1433,Skoda,Octavia,19,267062,Diésel,Automático,100,6.6,3,Bueno,Extremadura,3,Plata,Compacto,1869
1434,Renault,Megane,2,35026,Diésel,Automático,138,5.5,1,Bueno,Valencia,5,Plata,Monovolumen,10570
1435,Nissan,Micra,9,148974,Diésel,Manual,78,5.1,3,Bueno,Baleares,5,Plata,Familiar,2901
1436,Toyota,Yaris,2,47568,Gasolina,Manual,104,6.9,1,Bueno,Extremadura,5,Azul,Familiar,8802
1437,Citroen,C4,6,82881,Gasolina,Automático,105,7.4,1,Bueno,Madrid,5,Gris,Familiar,5658
1438,Kia,Rio,16,251015,Gasolina,Manual,129,6.7,5,Excelente,Aragón,5,Blanco,Berlina,1500
1439,Kia,Sportage,16,254203,Gasolina,Manual,137,7.8,6,Bueno,Navarra,5,Rojo,Familiar,1500
1440,Audi,A3,14,200618,Diésel,Automático,122,7.0,3,Bueno,Aragón,5,Plata,Familiar,2880
1441,Volkswagen,Tiguan,17,240593,Gasolina,Manual,120,7.8,1,Bueno,Galicia,5,Azul,Familiar,1500
1442,Toyota,Corolla,5,86469,Gasolina,Manual,114,7.7,3,Bueno,Navarra,5,Azul,Berlina,4456
1443,Peugeot,3008,16,243966,Diésel,Manual,146,6.0,1,Bueno,Galicia,5,Azul,SUV,2057
1444,Renault,Clio,6,85220,Gasolina,Manual,132,8.2,3,Bueno,La Rioja,5,Azul,SUV,3347
1445,Audi,A4,2,37375,Diésel,Manual,131,5.4,3,Aceptable,Castilla-La Mancha,5,Rojo,Berlina,15133
1446,BMW,Serie 1,5,69281,Diésel,Automático,174,7.7,4,Bueno,Andalucía,5,Negro,SUV,9690
1447,Nissan,Qashqai,4,59707,Diésel,Manual,101,7.2,1,Excelente,Cantabria,5,Gris,SUV,8595
1448,Ford,Fiesta,19,283854,Diésel,Manual,84,6.3,2,Bueno,Baleares,5,Gris,Compacto,3005
1449,Nissan,Micra,10,154948,Diésel,Manual,159,6.6,1,Aceptable,Andalucía,5,Blanco,Berlina,1763
1450,Toyota,C-HR,4,53373,Gasolina,Automático,133,7.6,3,Bueno,Madrid,5,Negro,Familiar,10030
1451,Ford,Fiesta,20,294631,Gasolina,Manual,102,6.3,5,Excelente,Extremadura,5,Negro,Familiar,1973
1452,Citroen,C5 Aircross,8,127084,Diésel,Manual,174,5.4,2,Excelente,País Vasco,5,Negro,SUV,3628
1453,Citroen,C4,15,219339,Diésel,Manual,93,6.3,1,Excelente,La Rioja,5,Gris,Compacto,1748
1454,Ford,Fiesta,8,121266,Diésel,Manual,118,6.2,2,Bueno,La Rioja,5,Blanco,SUV,4913
1455,Mercedes,Clase C,2,32871,Diésel,Manual,104,8.0,2,Excelente,Galicia,5,Blanco,Monovolumen,17439
1456,Ford,Focus,17,253624,Diésel,Automático,119,7.6,3,Excelente,Asturias,5,Gris,Berlina,1500
1457,Renault,Megane,10,140056,Diésel,Manual,122,6.5,3,Excelente,Murcia,5,Azul,Monovolumen,2818
1458,Ford,Kuga,18,272225,Híbrido,Manual,60,5.5,3,Bueno,País Vasco,5,Blanco,Compacto,2106
1459,SEAT,Ibiza,13,194179,Diésel,Manual,123,8.1,2,Aceptable,Galicia,5,Gris,Berlina,1500
1460,Kia,Rio,8,117750,Gasolina,Automático,133,7.6,1,Excelente,Murcia,5,Blanco,Familiar,3944
1461,Toyota,C-HR,19,305025,Gasolina,Manual,67,7.8,2,Bueno,Valencia,5,Gris,Compacto,1500
1462,Opel,Astra,14,210998,Gasolina,Manual,125,7.1,3,Bueno,Asturias,5,Negro,Monovolumen,2568
1463,Toyota,C-HR,12,185171,Gasolina,Manual,134,7.7,1,Bueno,Navarra,5,Azul,SUV,3053
1464,Kia,Ceed,15,218156,Gasolina,Manual,73,6.4,4,Bueno,Castilla y León,5,Rojo,Compacto,1500
1465,Mercedes,GLA,14,199947,Híbrido,Automático,119,6.1,3,Bueno,Castilla-La Mancha,5,Gris,SUV,4882
1466,Toyota,C-HR,20,301370,Gasolina,Manual,107,6.0,5,Aceptable,Castilla y León,5,Plata,Berlina,1902
1467,Kia,Rio,10,145367,Diésel,Manual,166,6.0,5,Aceptable,Baleares,5,Gris,Berlina,1500
1468,BMW,Serie 1,1,17613,Gasolina,Manual,60,8.2,2,Bueno,Madrid,5,Blanco,Compacto,18439
1469,Mercedes,Clase C,8,119376,Diésel,Automático,93,7.7,2,Excelente,Castilla y León,5,Azul,Compacto,9248
1470,Dacia,Sandero,12,181911,Gasolina,Manual,114,6.4,1,Aceptable,Navarra,3,Azul,Compacto,1533
1471,Toyota,Yaris,20,301932,Híbrido,Automático,107,6.0,4,Excelente,Valencia,5,Azul,Berlina,3050
1472,Audi,A4,20,308618,Diésel,Manual,109,6.2,4,Excelente,Cantabria,5,Blanco,Berlina,3486
1473,Volkswagen,Passat,7,109375,Híbrido,Manual,94,5.6,2,Bueno,Cataluña,5,Gris,Compacto,8551
1474,Mercedes,GLA,5,74995,Gasolina,Manual,159,8.4,1,Aceptable,Castilla y León,5,Azul,SUV,8778
1475,SEAT,Ibiza,2,38741,Híbrido,Manual,130,5.2,2,Bueno,Cataluña,5,Blanco,Familiar,7096
1476,Dacia,Duster,5,82171,Diésel,Manual,61,7.4,3,Bueno,Galicia,5,Plata,SUV,4805
1477,Dacia,Duster,15,235197,Diésel,Manual,153,6.0,2,Bueno,Galicia,5,Azul,SUV,1636
1478,Hyundai,i30,7,98462,Gasolina,Manual,132,7.4,2,Bueno,Asturias,5,Azul,Berlina,2040
1479,Opel,Corsa,10,159292,Diésel,Automático,105,5.3,6,Bueno,Aragón,5,Rojo,Berlina,3244
1480,Ford,Focus,8,116631,Gasolina,Manual,60,7.8,3,Aceptable,Cataluña,5,Rojo,Compacto,4943
1481,SEAT,Arona,3,42457,Diésel,Manual,113,5.9,1,Bueno,La Rioja,5,Gris,Berlina,7780
1482,Dacia,Duster,4,58173,Diésel,Manual,145,6.5,1,Bueno,Murcia,5,Blanco,Monovolumen,3886
1483,BMW,X1,6,90322,Gasolina,Manual,132,7.7,3,Bueno,Canarias,5,Azul,Berlina,8788
1484,Ford,Focus,11,163814,Gasolina,Manual,122,6.9,3,Bueno,Andalucía,5,Negro,Berlina,2271
1485,SEAT,Ibiza,20,300946,Gasolina,Manual,89,7.3,6,Excelente,Extremadura,5,Azul,Compacto,2627
1486,Dacia,Duster,20,295306,Diésel,Manual,111,5.7,2,Bueno,Navarra,5,Rojo,Familiar,1500
1487,Skoda,Karoq,1,18413,Diésel,Manual,129,8.1,2,Bueno,Asturias,3,Plata,Compacto,14357
1488,Skoda,Octavia,3,60101,Diésel,Manual,105,6.7,3,Bueno,Asturias,5,Plata,Monovolumen,4989
1489,Skoda,Fabia,8,120792,Gasolina,Manual,66,6.7,2,Bueno,Valencia,3,Plata,Compacto,3892
1490,Peugeot,308,8,119495,Diésel,Manual,135,7.8,5,Excelente,Navarra,5,Plata,Familiar,5606
1491,Citroen,C3,1,20018,Gasolina,Manual,111,8.1,3,Bueno,Madrid,5,Azul,Berlina,10204
1492,Renault,Captur,15,224502,Diésel,Manual,97,5.7,1,Bueno,Cataluña,5,Blanco,Familiar,2653
1493,Skoda,Fabia,6,91600,Gasolina,Manual,128,6.5,1,Bueno,Murcia,3,Negro,SUV,6462
1494,Renault,Clio,5,71394,Diésel,Manual,60,6.0,1,Bueno,Cataluña,5,Negro,Berlina,3079
1495,Nissan,Juke,2,37102,Híbrido,Manual,164,6.1,1,Bueno,Andalucía,3,Negro,Familiar,10470
1496,Ford,Kuga,1,16128,Diésel,Manual,91,6.4,1,Bueno,Murcia,3,Rojo,SUV,11901
1497,Dacia,Sandero,7,108998,Diésel,Manual,80,6.2,1,Bueno,Valencia,3,Gris,Monovolumen,2765
1498,Dacia,Duster,8,112441,Diésel,Manual,113,7.9,2,Excelente,Aragón,3,Negro,Berlina,3580
1499,Toyota,Corolla,3,34044,Gasolina,Manual,124,6.6,1,Aceptable,Aragón,5,Blanco,Compacto,7452
1500,Volkswagen,Polo,14,210686,Gasolina,Manual,131,8.4,2,Excelente,Cataluña,5,Blanco,Familiar,3143
